origin,destin,date,price,airline
ANC,BOS,20180714,269.4,DL
ANC,BOS,20180715,316.4,AS
ANC,BOS,20180716,247.4,DL
ANC,BOS,20180717,247.4,UA
ANC,BOS,20180718,247.4,DL
ANC,BOS,20180719,247.4,UA
ANC,BOS,20180720,269.4,UA
ANC,BOS,20180721,316.4,UA
ANC,BOS,20180722,296.39,SY
ANC,BOS,20180723,276.4,SY
ANC,BOS,20180724,316.4,UA
ANC,BOS,20180725,269.4,UA
ANC,BOS,20180726,334.4,B6
ANC,BOS,20180727,365.99,B6
ANC,BOS,20180728,316.4,UA
ANC,BOS,20180729,386.4,SY
ANC,BOS,20180730,357.4,B6
ANC,BOS,20180731,285.0,B6
ANC,BOS,20180801,316.4,UA
ANC,BOS,20180802,360.4,DL
ANC,BOS,20180803,357.4,B6
ANC,BOS,20180804,365.99,B6
ANC,BOS,20180805,327.0,B6
ANC,BOS,20180806,304.4,DL
ANC,BOS,20180807,269.4,UA
ANC,BOS,20180808,304.4,DL
ANC,BOS,20180809,304.4,DL
ANC,BOS,20180810,331.39,SY
ANC,BOS,20180811,396.4,SY
ANC,BOS,20180812,304.4,DL
ANC,BOS,20180813,327.0,B6
ANC,BOS,20180814,296.39,SY
ANC,BOS,20180815,262.4,DL
ANC,BOS,20180816,262.4,DL
ANC,BOS,20180817,296.4,SY
ANC,BOS,20180818,370.0,B6
ANC,BOS,20180819,269.4,UA
ANC,BOS,20180820,203.4,UA
ANC,BOS,20180821,287.39,SY
ANC,BOS,20180822,326.4,SY
ANC,BOS,20180823,287.0,B6
ANC,BOS,20180824,326.4,SY
ANC,BOS,20180825,364.4,B6
ANC,BOS,20180826,307.0,B6
ANC,BOS,20180827,316.4,UA
ANC,BOS,20180828,304.4,AS
ANC,BOS,20180829,304.4,AS
ANC,BOS,20180830,304.4,AS
ANC,BOS,20180831,323.0,B6
ANC,BOS,20180901,304.4,AS
ANC,BOS,20180902,363.4,AS
ANC,BOS,20180903,311.4,SY
ANC,BOS,20180904,228.4,AS
ANC,BOS,20180905,290.4,B6
ANC,BOS,20180906,290.4,B6
ANC,BOS,20180907,296.0,B6
ANC,BOS,20180908,304.4,AS
ANC,BOS,20180909,296.0,B6
ANC,BOS,20180910,296.0,B6
ANC,BOS,20180911,262.4,DL
ANC,BOS,20180912,290.4,B6
ANC,BOS,20180913,272.0,B6
ANC,BOS,20180914,296.0,B6
ANC,BOS,20180915,262.4,DL
ANC,BOS,20180916,296.0,B6
ANC,BOS,20180917,203.4,DL
ANC,BOS,20180918,203.4,DL
ANC,BOS,20180919,228.4,DL
ANC,BOS,20180920,262.4,DL
ANC,BOS,20180921,262.4,DL
ANC,BOS,20180922,203.4,DL
ANC,BOS,20180923,203.4,DL
ANC,BOS,20180924,203.4,DL
ANC,BOS,20180925,203.4,DL
ANC,BOS,20180926,203.4,DL
