origin,destin,date,price,airline
BOS,LAX,20180712,156.2,UA
BOS,LAX,20180713,156.98,AS
BOS,LAX,20180714,156.2,UA
BOS,LAX,20180715,236.2,UA
BOS,LAX,20180716,176.98,AS
BOS,LAX,20180717,161.2,UA
BOS,LAX,20180718,136.2,UA
BOS,LAX,20180720,166.2,UA
BOS,LAX,20180721,196.2,AA
BOS,LAX,20180722,201.2,UA
BOS,LAX,20180723,181.2,UA
BOS,LAX,20180724,171.98,B6
BOS,LAX,20180725,161.2,AA
BOS,LAX,20180726,176.98,AS
BOS,LAX,20180727,181.2,DL
BOS,LAX,20180728,216.2,UA
BOS,LAX,20180729,272.2,UA
BOS,LAX,20180730,216.2,UA
BOS,LAX,20180731,196.2,UA
BOS,LAX,20180802,181.2,UA
BOS,LAX,20180803,176.98,AS
BOS,LAX,20180804,239.98,B6
BOS,LAX,20180805,216.98,AS
BOS,LAX,20180806,216.98,AS
BOS,LAX,20180807,161.2,UA
BOS,LAX,20180808,161.2,UA
BOS,LAX,20180809,156.2,DL
BOS,LAX,20180810,176.98,AS
BOS,LAX,20180811,216.98,AS
BOS,LAX,20180812,232.2,UA
BOS,LAX,20180813,196.2,UA
BOS,LAX,20180814,136.2,UA
BOS,LAX,20180815,136.2,UA
BOS,LAX,20180816,136.2,UA
BOS,LAX,20180817,136.2,UA
BOS,LAX,20180818,136.2,UA
BOS,LAX,20180819,161.2,UA
BOS,LAX,20180820,156.2,DL
BOS,LAX,20180821,136.2,AA
BOS,LAX,20180822,136.2,AA
BOS,LAX,20180823,136.2,DL
BOS,LAX,20180824,136.2,DL
BOS,LAX,20180825,136.2,UA
BOS,LAX,20180826,136.2,AA
BOS,LAX,20180827,136.2,UA
BOS,LAX,20180828,136.2,AA
BOS,LAX,20180829,136.2,AA
BOS,LAX,20180830,136.2,DL
BOS,LAX,20180831,136.2,DL
BOS,LAX,20180901,136.2,DL
BOS,LAX,20180902,136.2,DL
BOS,LAX,20180903,161.2,UA
BOS,LAX,20180904,136.2,DL
BOS,LAX,20180905,136.2,DL
BOS,LAX,20180906,136.2,DL
BOS,LAX,20180907,136.2,DL
BOS,LAX,20180908,136.2,DL
BOS,LAX,20180909,136.2,AA
BOS,LAX,20180910,136.2,DL
BOS,LAX,20180911,136.2,UA
BOS,LAX,20180912,136.2,UA
BOS,LAX,20180913,136.2,DL
BOS,LAX,20180914,136.2,DL
BOS,LAX,20180915,136.2,DL
BOS,LAX,20180916,136.2,AA
BOS,LAX,20180917,136.2,DL
BOS,LAX,20180918,136.2,UA
BOS,LAX,20180919,136.2,DL
BOS,LAX,20180920,136.2,DL
BOS,LAX,20180921,136.2,DL
BOS,LAX,20180922,136.2,DL
BOS,LAX,20180923,136.2,AA
BOS,LAX,20180924,136.2,DL
BOS,LAX,20180925,136.2,UA
BOS,LAX,20180926,136.2,DL
BOS,LAX,20180927,136.2,DL
BOS,LAX,20180928,136.2,DL
BOS,LAX,20180929,136.2,UA
BOS,LAX,20180930,136.2,AA
BOS,LAX,20181001,136.2,DL
BOS,LAX,20181002,136.2,UA
BOS,LAX,20181003,136.2,DL
BOS,LAX,20181004,136.2,DL
BOS,LAX,20181005,176.98,AS
BOS,LAX,20181006,136.2,UA
BOS,LAX,20181007,171.98,B6
BOS,LAX,20181008,171.98,B6
BOS,LAX,20181009,136.2,DL
BOS,LAX,20181010,136.2,DL
BOS,LAX,20181011,136.2,DL
BOS,LAX,20181012,136.2,UA
BOS,LAX,20181013,136.2,DL
BOS,LAX,20181014,181.95,B6
BOS,LAX,20181016,136.2,DL
BOS,LAX,20181017,136.2,DL
BOS,LAX,20181018,136.2,DL
BOS,LAX,20181019,136.2,DL
BOS,LAX,20181020,136.2,UA
BOS,LAX,20181021,171.98,B6
BOS,LAX,20181022,171.98,B6
BOS,LAX,20181023,136.2,UA
BOS,LAX,20181024,136.2,DL
BOS,LAX,20181025,136.2,DL
BOS,LAX,20181026,136.2,DL
BOS,LAX,20181027,136.2,UA
BOS,LAX,20181028,136.2,UA
BOS,LAX,20181029,136.2,UA
BOS,LAX,20181030,136.2,UA
BOS,LAX,20181031,136.2,UA
BOS,LAX,20181101,136.2,UA
BOS,LAX,20181102,136.2,UA
BOS,LAX,20181103,136.2,UA
BOS,LAX,20181104,136.2,DL
BOS,LAX,20181105,136.2,DL
BOS,LAX,20181106,136.2,DL
BOS,LAX,20181107,136.2,DL
BOS,LAX,20181108,136.2,DL
BOS,LAX,20181109,136.2,DL
BOS,LAX,20181110,136.2,DL
BOS,LAX,20181111,136.2,AA
BOS,LAX,20181112,136.2,AA
BOS,LAX,20181113,136.2,DL
BOS,LAX,20181114,136.2,DL
BOS,LAX,20181115,136.2,DL
BOS,LAX,20181116,156.98,B6
BOS,LAX,20181117,136.2,AA
BOS,LAX,20181118,136.2,AA
BOS,LAX,20181119,136.2,AA
BOS,LAX,20181120,216.98,B6
BOS,LAX,20181121,136.2,AA
BOS,LAX,20181122,136.2,DL
BOS,LAX,20181123,136.2,AA
BOS,LAX,20181124,300.98,B6
BOS,LAX,20181125,407.53,B6
BOS,LAX,20181126,266.95,B6
BOS,LAX,20181127,136.2,DL
BOS,LAX,20181128,136.2,DL
BOS,LAX,20181129,136.2,DL
BOS,LAX,20181130,136.2,DL
BOS,LAX,20181201,136.2,DL
BOS,NYC,20180616,131.2,UA
BOS,NYC,20180617,88.2,UA
BOS,NYC,20180618,88.2,UA
BOS,NYC,20180619,88.2,B6
BOS,NYC,20180620,88.2,UA
BOS,NYC,20180621,88.2,UA
BOS,NYC,20180622,88.2,UA
BOS,NYC,20180623,88.2,UA
BOS,NYC,20180624,73.2,UA
BOS,NYC,20180625,73.2,UA
BOS,NYC,20180626,73.2,UA
BOS,NYC,20180627,73.2,UA
BOS,NYC,20180628,73.2,UA
BOS,NYC,20180629,73.2,UA
BOS,NYC,20180630,73.2,UA
BOS,NYC,20180701,73.2,UA
BOS,NYC,20180702,73.2,UA
BOS,NYC,20180703,73.2,UA
BOS,NYC,20180704,73.2,UA
BOS,NYC,20180705,73.2,DL
BOS,NYC,20180706,73.2,UA
BOS,NYC,20180707,73.2,DL
BOS,NYC,20180708,73.2,UA
BOS,NYC,20180709,73.2,DL
BOS,NYC,20180710,73.2,DL
BOS,NYC,20180711,73.2,DL
BOS,NYC,20180712,73.2,DL
BOS,NYC,20180713,73.2,DL
BOS,NYC,20180714,73.2,UA
BOS,NYC,20180715,73.2,UA
BOS,NYC,20180716,73.2,B6
BOS,NYC,20180717,73.2,DL
BOS,NYC,20180718,73.2,DL
BOS,NYC,20180719,73.2,UA
BOS,NYC,20180720,73.2,UA
BOS,NYC,20180721,73.2,UA
BOS,NYC,20180722,73.2,UA
BOS,NYC,20180723,73.2,UA
BOS,NYC,20180724,73.2,UA
BOS,NYC,20180725,73.2,UA
BOS,NYC,20180726,73.2,UA
BOS,NYC,20180727,73.2,UA
BOS,NYC,20180728,73.2,UA
BOS,NYC,20180729,73.2,UA
BOS,NYC,20180730,73.2,DL
BOS,NYC,20180731,73.2,UA
BOS,NYC,20180801,73.2,UA
BOS,NYC,20180802,73.2,UA
BOS,NYC,20180803,73.2,UA
BOS,NYC,20180804,73.2,UA
BOS,NYC,20180805,73.2,UA
BOS,NYC,20180806,73.2,UA
BOS,NYC,20180807,73.2,UA
BOS,NYC,20180808,73.2,UA
BOS,NYC,20180809,73.2,UA
BOS,NYC,20180810,73.2,UA
BOS,NYC,20180811,73.2,UA
BOS,NYC,20180812,73.2,UA
BOS,NYC,20180813,73.2,UA
BOS,NYC,20180814,73.2,UA
BOS,NYC,20180815,73.2,UA
BOS,NYC,20180816,73.2,UA
BOS,NYC,20180817,73.2,UA
BOS,NYC,20180818,73.2,B6
BOS,NYC,20180819,73.2,UA
BOS,NYC,20180820,73.2,UA
BOS,NYC,20180821,73.2,B6
BOS,NYC,20180822,73.2,B6
BOS,NYC,20180823,73.2,B6
BOS,NYC,20180824,73.2,B6
BOS,NYC,20180825,73.2,UA
BOS,NYC,20180826,73.2,UA
BOS,NYC,20180827,73.2,B6
BOS,NYC,20180828,73.2,B6
BOS,NYC,20180829,73.2,B6
BOS,NYC,20180830,73.2,B6
BOS,NYC,20180831,73.2,UA
BOS,NYC,20180901,73.2,UA
BOS,NYC,20180902,73.2,UA
BOS,NYC,20180903,73.2,UA
BOS,NYC,20180904,73.2,UA
BOS,NYC,20180905,73.2,B6
BOS,NYC,20180906,73.2,B6
BOS,NYC,20180907,73.2,UA
BOS,NYC,20180908,73.2,UA
BOS,NYC,20180909,73.2,B6
BOS,NYC,20180910,73.2,UA
BOS,NYC,20180911,73.2,B6
BOS,NYC,20180912,73.2,B6
BOS,NYC,20180913,73.2,UA
BOS,NYC,20180914,73.2,UA
BOS,NYC,20180915,73.2,UA
BOS,NYC,20180916,73.2,B6
BOS,NYC,20180917,73.2,UA
BOS,NYC,20180918,73.2,B6
BOS,NYC,20180919,73.2,B6
BOS,NYC,20180920,73.2,UA
BOS,NYC,20180921,73.2,UA
BOS,NYC,20180922,73.2,UA
BOS,NYC,20180923,73.2,UA
BOS,NYC,20180924,73.2,UA
BOS,NYC,20180925,73.2,B6
BOS,NYC,20180926,73.2,B6
BOS,NYC,20180927,73.2,UA
BOS,NYC,20180928,73.2,UA
BOS,NYC,20180929,73.2,UA
BOS,NYC,20180930,73.2,UA
BOS,NYC,20181001,73.2,DL
BOS,NYC,20181002,73.2,B6
BOS,NYC,20181003,73.2,DL
BOS,NYC,20181004,73.2,DL
BOS,NYC,20181005,73.2,UA
BOS,NYC,20181006,73.2,UA
BOS,NYC,20181007,73.2,UA
BOS,NYC,20181008,73.2,DL
BOS,NYC,20181009,73.2,DL
BOS,NYC,20181010,73.2,UA
BOS,NYC,20181011,73.2,AA
BOS,NYC,20181012,73.2,DL
BOS,NYC,20181013,73.2,UA
BOS,NYC,20181014,73.2,UA
BOS,NYC,20181015,73.2,DL
BOS,NYC,20181016,73.2,DL
BOS,NYC,20181017,73.2,AA
BOS,NYC,20181018,73.2,AA
BOS,NYC,20181019,73.2,DL
BOS,NYC,20181020,73.2,UA
BOS,NYC,20181021,73.2,UA
BOS,NYC,20181022,73.2,AA
BOS,NYC,20181023,73.2,DL
BOS,NYC,20181024,73.2,DL
BOS,NYC,20181025,73.2,UA
BOS,NYC,20181026,73.2,DL
BOS,NYC,20181027,73.2,UA
BOS,NYC,20181028,73.2,B6
BOS,NYC,20181029,73.2,UA
BOS,NYC,20181030,73.2,UA
BOS,NYC,20181031,73.2,UA
BOS,NYC,20181101,73.2,UA
BOS,NYC,20181102,73.2,UA
BOS,NYC,20181103,73.2,UA
BOS,NYC,20181104,73.2,UA
BOS,NYC,20181105,73.2,AA
BOS,NYC,20181106,73.2,UA
BOS,NYC,20181107,73.2,UA
BOS,NYC,20181108,73.2,AA
BOS,NYC,20181109,73.2,AA
BOS,NYC,20181110,73.2,AA
BOS,NYC,20181111,73.2,AA
BOS,NYC,20181112,73.2,UA
BOS,NYC,20181113,73.2,UA
BOS,NYC,20181114,73.2,UA
BOS,NYC,20181115,73.2,AA
BOS,NYC,20181116,73.2,AA
BOS,NYC,20181117,73.2,UA
BOS,NYC,20181118,73.2,AA
BOS,NYC,20181119,73.2,UA
BOS,NYC,20181120,73.2,UA
BOS,NYC,20181121,73.2,UA
BOS,NYC,20181122,73.2,UA
BOS,NYC,20181123,73.2,UA
BOS,NYC,20181124,73.2,AA
BOS,NYC,20181125,73.2,DL
BOS,NYC,20181126,73.2,UA
BOS,NYC,20181127,73.2,UA
BOS,NYC,20181128,73.2,UA
BOS,NYC,20181129,73.2,UA
BOS,NYC,20181130,73.2,UA
BOS,NYC,20181201,73.2,UA
BOS,PHX,20180707,231.2,B6
BOS,PHX,20180709,261.2,B6
BOS,PHX,20180806,231.2,B6
BOS,PHX,20180813,191.2,B6
BOS,PHX,20180916,186.2,AA
BOS,PHX,20180923,186.2,AA
BOS,PHX,20180930,191.2,B6
BOS,PHX,20181004,206.2,B6
BOS,PHX,20181005,219.63,B6
BOS,PHX,20181007,219.63,B6
BOS,PHX,20181011,206.2,B6
BOS,PHX,20181012,191.2,B6
BOS,PHX,20181014,206.2,B6
BOS,PHX,20181015,176.2,B6
BOS,PHX,20181018,191.2,B6
BOS,PHX,20181019,191.2,B6
BOS,PHX,20181021,191.2,B6
BOS,PHX,20181116,176.2,B6
BOS,PHX,20181117,166.2,B6
BOS,PHX,20181120,191.2,B6
BOS,PHX,20181124,186.2,AA
BOS,PHX,20181126,166.2,B6
BOS,SFO,20180616,276.2,UA
BOS,SFO,20180617,276.2,UA
BOS,SFO,20180618,276.2,UA
BOS,SFO,20180621,180.2,UA
BOS,SFO,20180622,180.2,UA
BOS,SFO,20180623,180.2,UA
BOS,SFO,20180624,180.2,AS
BOS,SFO,20180625,180.2,UA
BOS,SFO,20180626,180.2,UA
BOS,SFO,20180627,180.2,UA
BOS,SFO,20180628,176.2,AS
BOS,SFO,20180629,165.2,DL
BOS,SFO,20180630,200.2,UA
BOS,SFO,20180701,200.2,UA
BOS,SFO,20180702,151.2,UA
BOS,SFO,20180703,151.2,UA
BOS,SFO,20180704,151.2,UA
BOS,SFO,20180705,151.2,UA
BOS,SFO,20180706,151.2,UA
BOS,SFO,20180707,266.2,AS
BOS,SFO,20180708,336.2,UA
BOS,SFO,20180710,180.2,B6
BOS,SFO,20180711,151.2,UA
BOS,SFO,20180712,165.2,B6
BOS,SFO,20180714,151.2,UA
BOS,SFO,20180715,205.2,AS
BOS,SFO,20180716,200.2,UA
BOS,SFO,20180717,151.2,UA
BOS,SFO,20180718,151.2,UA
BOS,SFO,20180719,151.2,UA
BOS,SFO,20180720,151.2,DL
BOS,SFO,20180721,200.2,UA
BOS,SFO,20180722,240.2,AS
BOS,SFO,20180723,200.2,UA
BOS,SFO,20180724,151.2,UA
BOS,SFO,20180725,151.2,UA
BOS,SFO,20180726,151.2,UA
BOS,SFO,20180727,176.2,AS
BOS,SFO,20180728,200.2,UA
BOS,SFO,20180729,240.2,DL
BOS,SFO,20180730,226.2,UA
BOS,SFO,20180731,200.2,UA
BOS,SFO,20180801,176.2,AS
BOS,SFO,20180803,176.2,AS
BOS,SFO,20180804,266.2,AS
BOS,SFO,20180805,276.2,B6
BOS,SFO,20180806,240.2,B6
BOS,SFO,20180807,200.2,UA
BOS,SFO,20180808,200.2,UA
BOS,SFO,20180809,200.2,UA
BOS,SFO,20180810,226.2,UA
BOS,SFO,20180811,266.2,AS
BOS,SFO,20180812,240.2,B6
BOS,SFO,20180813,200.2,DL
BOS,SFO,20180814,151.2,UA
BOS,SFO,20180816,151.2,AS
BOS,SFO,20180817,151.2,UA
BOS,SFO,20180819,200.2,UA
BOS,SFO,20180821,151.2,UA
BOS,SFO,20180822,151.2,UA
BOS,SFO,20180823,151.2,UA
BOS,SFO,20180824,151.2,UA
BOS,SFO,20180825,151.2,UA
BOS,SFO,20180826,151.2,DL
BOS,SFO,20180827,151.2,DL
BOS,SFO,20180828,151.2,UA
BOS,SFO,20180829,151.2,UA
BOS,SFO,20180830,151.2,UA
BOS,SFO,20180831,151.2,UA
BOS,SFO,20180901,151.2,UA
BOS,SFO,20180902,151.2,UA
BOS,SFO,20180903,151.2,UA
BOS,SFO,20180904,151.2,UA
BOS,SFO,20180905,151.2,UA
BOS,SFO,20180906,151.2,UA
BOS,SFO,20180907,151.2,UA
BOS,SFO,20180908,151.2,UA
BOS,SFO,20180909,151.2,DL
BOS,SFO,20180910,151.2,UA
BOS,SFO,20180911,151.2,UA
BOS,SFO,20180912,151.2,UA
BOS,SFO,20180913,151.2,UA
BOS,SFO,20180914,151.2,UA
BOS,SFO,20180915,151.2,UA
BOS,SFO,20180916,151.2,DL
BOS,SFO,20180917,151.2,DL
BOS,SFO,20180918,151.2,UA
BOS,SFO,20180919,151.2,UA
BOS,SFO,20180920,151.2,UA
BOS,SFO,20180921,151.2,UA
BOS,SFO,20180922,151.2,UA
BOS,SFO,20180923,151.2,DL
BOS,SFO,20180924,151.2,UA
BOS,SFO,20180925,151.2,UA
BOS,SFO,20180926,151.2,UA
BOS,SFO,20180927,151.2,UA
BOS,SFO,20180928,151.2,UA
BOS,SFO,20180929,151.2,UA
BOS,SFO,20180930,200.2,UA
BOS,SFO,20181001,151.2,UA
BOS,SFO,20181002,151.2,UA
BOS,SFO,20181003,151.2,DL
BOS,SFO,20181004,151.2,UA
BOS,SFO,20181005,151.2,UA
BOS,SFO,20181006,151.2,UA
BOS,SFO,20181007,180.2,B6
BOS,SFO,20181008,200.2,B6
BOS,SFO,20181009,151.2,DL
BOS,SFO,20181010,151.2,UA
BOS,SFO,20181011,151.2,DL
BOS,SFO,20181012,151.2,DL
BOS,SFO,20181013,151.2,UA
BOS,SFO,20181014,240.2,B6
BOS,SFO,20181015,200.2,UA
BOS,SFO,20181016,151.2,UA
BOS,SFO,20181017,151.2,UA
BOS,SFO,20181018,151.2,DL
BOS,SFO,20181019,151.2,UA
BOS,SFO,20181020,151.2,UA
BOS,SFO,20181021,200.2,DL
BOS,SFO,20181022,151.2,UA
BOS,SFO,20181023,151.2,UA
BOS,SFO,20181024,151.2,UA
BOS,SFO,20181025,151.2,UA
BOS,SFO,20181026,151.2,UA
BOS,SFO,20181027,151.2,UA
BOS,SFO,20181028,151.2,UA
BOS,SFO,20181029,151.2,UA
BOS,SFO,20181030,151.2,UA
BOS,SFO,20181031,151.2,UA
BOS,SFO,20181101,151.2,UA
BOS,SFO,20181102,151.2,UA
BOS,SFO,20181103,151.2,UA
BOS,SFO,20181104,151.2,DL
BOS,SFO,20181105,151.2,UA
BOS,SFO,20181106,151.2,UA
BOS,SFO,20181107,151.2,UA
BOS,SFO,20181108,151.2,UA
BOS,SFO,20181109,151.2,UA
BOS,SFO,20181110,151.2,UA
BOS,SFO,20181111,151.2,DL
BOS,SFO,20181112,151.2,UA
BOS,SFO,20181113,151.2,UA
BOS,SFO,20181114,151.2,UA
BOS,SFO,20181115,151.2,UA
BOS,SFO,20181116,151.2,DL
BOS,SFO,20181117,151.2,UA
BOS,SFO,20181118,151.2,UA
BOS,SFO,20181119,151.2,UA
BOS,SFO,20181120,151.2,DL
BOS,SFO,20181121,151.2,UA
BOS,SFO,20181122,151.2,UA
BOS,SFO,20181124,240.2,B6
BOS,SFO,20181125,357.2,B6
BOS,SFO,20181126,200.2,B6
BOS,SFO,20181127,151.2,DL
BOS,SFO,20181128,151.2,UA
BOS,SFO,20181129,151.2,UA
BOS,SFO,20181130,151.2,UA
BOS,SFO,20181201,151.2,UA
BOS,SFO,20181202,151.2,UA
BOS,SFO,20181203,151.2,UA
BOS,SFO,20181204,151.2,UA
BOS,WAS,20180616,77.2,NK
BOS,WAS,20180617,77.2,NK
BOS,WAS,20180618,77.2,NK
BOS,WAS,20180619,63.2,NK
BOS,WAS,20180620,63.2,NK
BOS,WAS,20180621,70.2,NK
BOS,WAS,20180622,70.2,NK
BOS,WAS,20180623,63.2,NK
BOS,WAS,20180624,108.98,B6
BOS,WAS,20180625,70.2,NK
BOS,WAS,20180626,63.2,NK
BOS,WAS,20180627,63.2,NK
BOS,WAS,20180628,68.2,B6
BOS,WAS,20180629,70.2,NK
BOS,WAS,20180630,63.2,NK
BOS,WAS,20180701,70.2,NK
BOS,WAS,20180702,68.2,AA
BOS,WAS,20180703,63.2,NK
BOS,WAS,20180704,63.2,NK
BOS,WAS,20180705,68.2,UA
BOS,WAS,20180706,68.2,B6
BOS,WAS,20180707,63.2,NK
BOS,WAS,20180708,136.2,NK
BOS,WAS,20180709,70.2,NK
BOS,WAS,20180710,63.2,NK
BOS,WAS,20180711,63.2,NK
BOS,WAS,20180712,68.2,UA
BOS,WAS,20180713,70.2,NK
BOS,WAS,20180714,63.2,NK
BOS,WAS,20180715,68.2,B6
BOS,WAS,20180716,70.2,NK
BOS,WAS,20180717,63.2,NK
BOS,WAS,20180718,63.2,NK
BOS,WAS,20180719,68.2,UA
BOS,WAS,20180720,68.2,UA
BOS,WAS,20180721,63.2,NK
BOS,WAS,20180722,77.2,NK
BOS,WAS,20180723,70.2,NK
BOS,WAS,20180724,63.2,NK
BOS,WAS,20180725,63.2,NK
BOS,WAS,20180726,68.2,UA
BOS,WAS,20180727,68.2,B6
BOS,WAS,20180728,63.2,NK
BOS,WAS,20180729,70.2,NK
BOS,WAS,20180730,70.2,NK
BOS,WAS,20180731,63.2,NK
BOS,WAS,20180801,63.2,NK
BOS,WAS,20180802,68.2,UA
BOS,WAS,20180803,68.2,AA
BOS,WAS,20180804,63.2,NK
BOS,WAS,20180805,70.2,NK
BOS,WAS,20180806,70.2,NK
BOS,WAS,20180807,63.2,NK
BOS,WAS,20180808,63.2,NK
BOS,WAS,20180809,68.2,AA
BOS,WAS,20180810,68.2,AA
BOS,WAS,20180811,63.2,NK
BOS,WAS,20180812,77.2,NK
